Coin Name,Market Cap,Price,Volume(24h),Circulating Supply,Change(24h)
StellarPayGlobal,$?,$0.383716,"$13,475",? XLPG *,12.20%
BITFXT COIN,$?,$0.003434,"$13,255",? BXT *,89.23%
SOMESING,$?,$0.003320,"$12,518",? SSX *,8.37%
EduCoin,$?,$0.000129,"$12,288",? EDU *,1.74%
CashBackPro,$?,$1.05,"$12,250",? CBP *,5.04%
Destiny Success,$?,$0.599450,"$12,156",? DXTS *,-51.36%
DSLA Protocol,$?,$0.000148,"$12,107",? DSLA *,3.93%
Blue Baikal,$?,$0.000031,"$11,970",? BBC *,5.68%
MEX,$?,$0.000256,"$11,920",? MEX *,5.14%
DMme,$?,$0.007864,"$11,674",? DMME *,26.41%
VeraOne,$?,$58.42,"$11,596",? VRO *,1.32%
DWS,$?,$0.000043,"$11,503",? DWS *,40.14%
Livepeer,$?,$2.20,"$11,434",? LPT *,-0.94%
bitCEO,$?,$0.095914,"$11,382",? BCEO *,-0.46%
EzyStayz,$?,$0.000662,"$11,117",? EZY *,-7.96%
Twinkle,$?,$0.000554,"$10,890",? TKT *,2.67%
NewsToken,$?,$0.000477,"$10,873",? NEWOS *,0.59%
Skillchain,$?,$0.022633,"$10,674",? SKI *,17.53%
EDC Blockchain,$?,$0.000365,"$10,279",? EDC *,18.28%
eosBLACK,$?,$0.000917,"$10,115",? BLACK *,0.06%
CryptoBossCoin,$?,$0.011479,"$9,985",? CBC *,-8.98%
TCOIN,$?,$0.011080,"$9,972",? TCN,26.08%
Apple Network,$?,$0.000017,"$9,818",? ANK *,78.29%
PointPay,$?,$0.028992,"$9,720",? PXP *,-0.16%
MarcoPolo Protocol,$?,$0.042127,"$9,602",? MAP *,5.89%
Golden Token,$?,$0.006467,"$9,528",? GOLD *,-3.70%
Emrals,$?,$0.011578,"$9,407",? EMRALS *,-0.74%
TranslateMe Network Token,$?,$0.001246,"$8,803",? TMN *,12.94%
Bitpanda Ecosystem Token,$?,$0.090930,"$8,432",? BEST *,0.55%
LEVELG,$?,$0.086263,"$8,428",? LEVELG *,-1.30%
Hyper Pay,$?,$0.000955,"$8,280",? HPY *,-5.22%
DOCH COIN,$?,$0.012926,"$8,245",? DCH *,0.94%
Daikicoin,$?,$0.007756,"$8,221",? DIC *,3.36%
Beer Money,$?,$0.007936,"$8,081",? BEER *,9.82%
DUO Network Token,$?,$0.003188,"$7,803",? DUO *,-26.93%
Sapphire,$?,$0.004986,"$7,480",? SAPP *,-5.30%
TrustSwap,$?,$0.067843,"$7,056",? SWAP *,0.00%
PalletOne,$?,$0.000995,"$6,947",? PTN *,-1.02%
Mochimo,$?,$0.045709,"$6,864",? MCM *,-6.15%
VN Token,$?,$0.077615,"$6,717",? VN *,1.59%
B91,$?,$0.016196,"$6,456",? B91 *,-2.91%
WEBN token,$?,$0.000002,"$6,453",? WEBN *,9.91%
MyDexPay,$?,$0.015109,"$6,431",? XMD *,-10.44%
Kratscoin,$?,$0.368046,"$6,396",? KTC *,-1.38%
Tchain,$?,$0.001523,"$6,393",? TCH *,-9.71%
SatoExchange Token,$?,$0.001361,"$6,193",? SATX *,3.02%
Bluekey,$?,$0.000029,"$6,131",? BKY *,-16.67%
Volt,$?,$0.000049,"$6,016",? ACDC *,-3.76%
HeartBout Pay,$?,$0.002124,"$5,738",? HP *,-1.73%
Commerce Data Connection,$?,$0.000119,"$5,718",? CDC *,-5.27%
CARAT,$?,$0.664284,"$5,712",? CARAT *,-0.69%
Esports Token,$?,$0.000268,"$5,707",? EST *,-0.57%
DeepCloud AI,$?,$0.000329,"$5,617",? DEEP *,12.01%
VENJOCOIN,$?,$2.78,"$5,561",? VJC *,-0.18%
Ubique Chain Of Things,$?,$0.014871,"$5,534",? UCT *,1.15%
XTRM COIN,$?,$0.071516,"$5,518",? XTRM *,23.67%
BeeEx,$?,$0.018039,"$5,440",? BEE *,-0.46%
Perth Mint Gold Token,$?,"$1,799.23","$5,346",? PMGT *,-0.34%
Kublaicoin,$?,$1.10,"$5,172",? KUB *,-13.32%
BlockCDN,$?,$0.002046,"$5,082",? BCDN *,3.06%
Volume Network,$?,$0.001050,"$5,072",? VOL *,-11.65%
Mega Lottery Services Global,$?,$0.030942,"$4,868",? MLR *,24.54%
Asian-African Capital Chain,$?,$0.054497,"$4,730",? ACC *,-15.04%
Guapcoin,$?,$0.040903,"$4,692",? GUAP *,-1.24%
FuturoCoin,$?,$1.00,"$4,610",? FTO,-2.07%
Wisdom Chain,$?,$0.111093,"$4,561",? WDC *,0.40%
Global Reserve System,$?,$14.13,"$4,551",? GLOB *,13.82%
IOOX System,$?,$0.120722,"$4,243",? IOOX *,-1.73%
ScPrime,$?,$0.014695,"$4,213",? SCP *,-7.10%
Aunite,$?,$0.013300,"$4,169",? AUNIT *,4.31%
Big Bang Game Coin,$?,$0.000042,"$4,119",? BBGC *,-0.32%
Bali Coin,$?,$0.010433,"$4,090",? BALI *,11.21%
Bitcurate,$?,$0.019778,"$4,039",? BTCR *,3.45%
CelCoin,$?,$0.000505,"$3,847",? CELC *,0.97%
SPIN Protocol,$?,$0.000283,"$3,658",? SPIN *,-11.33%
Ethereum Message Search,$?,$0.719678,"$3,485",? EMS *,-9.49%
Budbo,$?,$0.137574,"$3,466",? BUBO *,0.00%
CITEX Token,$?,$0.006448,"$3,402",? CTT *,-0.89%
Future1coin,$?,$0.000254,"$3,364",? F1C *,-49.94%
Consentium,$?,$0.037998,"$3,309",? CSM *,-5.30%
DXdao,$?,$95.45,"$3,151",? DXD *,-0.96%
Simone,$?,$149.52,"$3,146",? SON *,-2.85%
The Hustle App,$?,$0.000278,"$3,127",? HUSL *,0.03%
BitcoinX,$?,$0.000501,"$3,025",? BCX,8.47%
DACC,$?,$0.000019,"$3,015",? DACC *,0.44%
1Million Token,$?,$0.118058,"$3,004",? 1MT *,56.74%
Bitcoin File,$?,$0.000516,"$2,998",? BIFI *,6.48%
Pixie Coin,$?,$0.000640,"$2,990",? PXC *,-0.47%
OTCBTC Token,$?,$0.002339,"$2,946",? OTB *,2.73%
WHEN Token,$?,$0.001788,"$2,877",? WHEN *,-2.33%
IOU,$?,$0.012420,"$2,787",? IOUX *,0.17%
SappChain,$?,$0.000043,"$2,741",? SAPP *,-0.50%
GoalTime N,$?,$0.000116,"$2,699",? GTX *,-11.14%
VerusCoin,$?,$0.153287,"$2,672",? VRSC *,0.35%
BitcoinSoV,$?,$0.117273,"$2,635",? BSOV,94.64%
LemoChain,$?,$0.002124,"$2,520",? LEMO *,-16.15%
Globalvillage Ecosystem,$?,$0.000200,"$2,459",? GVE *,4.98%
Charg Coin,$?,$0.295185,"$2,453",? CHG *,-12.14%
Bitgrin,$?,$0.004689,"$2,356",? XBG *,-5.91%
AK12,$?,$0.578998,"$2,228",? AK12 *,32.21%
Krypton Galaxy Coin,$?,$0.000270,"$2,087",? KGC *,0.47%
Gric Coin,$?,$0.043302,"$1,996",? GC *,-3.67%
Flits,$?,$0.943231,"$1,996",? FLS *,0.30%
City Coin,$?,$0.044139,"$1,786",? CITY *,54.45%
Emanate,$?,$0.011749,"$1,786",? EMT *,10.89%
ValueChain,$?,$0.001919,"$1,703",? VLC *,-0.47%
Money Token,$?,$0.043168,"$1,696",? MNT *,22.73%
Moozicore,$?,$0.000080,"$1,621",? MZG *,-2.09%
MORELO,$?,$0.001340,"$1,602",? MRL *,0.56%
Boogle,$?,$0.000086,"$1,573",? BOO *,22.03%
USDA,$?,$0.031119,"$1,524",? USDA *,0.11%
LYFE,$?,$0.013988,"$1,424",? LYFE *,-1.60%
StarChain,$?,$0.000044,"$1,418",? STC *,-0.33%
Receive Access Ecosystem,$?,$0.375385,"$1,398",? RAE *,1.78%
Cashhand,$?,$0.000831,"$1,385",? CHND *,-16.10%
Simple Software Solutions,$?,$0.036748,"$1,356",? SSS *,-6.88%
SoPay,$?,$0.000065,"$1,350",? SOP *,7.14%
Historia,$?,$0.003509,"$1,230",? HTA *,-11.51%
Becaz,$?,$0.634763,"$1,225",? BCZ *,-0.69%
MONNOS,$?,$0.001664,"$1,218",? MNS *,-1.51%
XDAG,$?,$0.001400,"$1,015",? XDAG *,3.28%
ZCore Token,$?,$0.040695,$927,? ZCRT *,-29.11%
Experience Token,$?,$0.000010,$916,? EXT *,-18.09%
Sparkster,$?,$0.002338,$912,? SPRK *,-0.47%
xCrypt Token,$?,$0.000103,$908,? XCT *,-2.05%
Diligence,$?,$0.002824,$906,? IRA *,-23.75%
Infinity Esaham,$?,$0.561624,$882,? INFS *,-33.75%
TILWIKI,$?,$3.31,$882,? TLW *,-0.24%
Tutor's Diary,$?,$0.004482,$835,? TUDA *,3.54%
Game Stars,$?,$0.000010,$787,? GST *,-0.24%
Newsolution,$?,$0.003878,$777,? NST *,-5.03%
BLOCKIDCOIN,$?,$2.30,$733,? BID *,4.58%
Bitsten Token,$?,$0.003139,$726,? BST *,-0.35%
EXOR,$?,$0.002493,$645,? EXOR *,22.03%
Fanaticos Cash,$?,$0.044319,$579,? FCH *,-22.61%
Amun Ether 3x Daily Short,$?,"$8,085.42",$575,? ETH3S *,4.29%
SINERGIA,$?,$0.035611,$522,? SNG *,13.20%
CENTERCOIN,$?,$0.003950,$515,? CENT *,36.69%
SKINCHAIN,$?,$0.000020,$514,? SKC *,18.44%
COMSA [XEM],$?,$0.054986,$501,? CMS *,0.26%
QUSD,$?,$0.011949,$473,? QUSD *,-0.02%
Sombe,$?,$0.001103,$463,? SBE *,-5.87%
BuckHathCoin,$?,$0.039241,$461,? BHIG *,35.24%
Social Lending Token,$?,$0.000666,$457,? SLT *,-6.10%
SkyMap,$?,$0.005709,$449,? SKYM *,-15.82%
AZBI CORE,$?,$0.000002,$432,? AZBI *,-9.09%
Mchain,$?,$0.003903,$419,? MAR *,3.82%
WowSecret,$?,$0.000185,$411,? WOW *,-33.46%
SovranoCoin,$?,$0.370108,$408,? SVR *,-0.43%
MoneroV ,$?,$0.002308,$401,? XMV *,-13.96%
Defi,$?,$0.279264,$388,? DEFI *,53.92%
Torex,$?,$0.008981,$385,? TOR *,-0.24%
VOMER,$?,$0.451844,$378,? VMR *,-16.21%
Universal Protocol Token,$?,$0.003139,$375,? UPT *,-0.20%
COMSA [ETH],$?,$0.053703,$362,? CMS *,2.40%
Bitcoin BEP2,$?,"$8,800.04",$345,? BTCB *,-5.50%
Small Love Potion,$?,$0.048936,$338,? SLP *,-45.92%
Odyssey,$?,$0.007600,$330,? ODY *,0.90%
Coin Controller Cash,$?,$0.000216,$308,? CCC *,-5.59%
THENODE,$?,$0.059502,$302,? THE *,127.01%
ORS Group,$?,$0.017500,$296,? ORS *,0.00%
Influence Chain,$?,$0.000086,$264,? INC *,-62.91%
MyTVchain,$?,$0.004524,$262,? MYTV *,-3.26%
Bincentive,$?,$0.009599,$252,? BCNT *,0.59%
RAKSUR,$?,$0.000448,$251,? RAS *,22.46%
Xtock,$?,$0.000108,$237,? XTX *,29.57%
First Bitcoin,$?,$0.002493,$235,? BIT,-0.17%
Golden Ratio Token,$?,$1.69,$222,? GRT *,-75.03%
LunchMoney,$?,$0.000480,$221,? LMY *,-91.01%
MobilinkToken,$?,$0.004340,$218,? MOLK *,-20.45%
Crex Token,$?,$3.89,$215,? CREX *,0.86%
Endorsit,$?,$0.000004,$214,? EDS *,3.06%
Alchemy,$?,$0.965498,$213,? ACOIN *,0.88%
Kryptofranc,$?,$0.000028,$207,? KYF *,-2.73%
Demeter Chain,$?,$0.022361,$192,? DMTC *,124.73%
BitcoinV,$?,$0.010486,$184,? BTCV,8.33%
Harcomia,$?,$0.143761,$162,? HCA *,1.31%
Hanacoin,$?,$0.000618,$160,? HANA *,-0.32%
MACH Project,$?,$0.009194,$144,? MACH *,-2.71%
EncryptoTel [ETH],$?,$0.003786,$135,? ETT *,-4.81%
Aerotoken,$?,$0.057513,$130,? AET *,11.87%
The global index chain,$?,$0.000676,$130,? TGIC *,10.33%
Wallabee,$?,$0.616199,$129,? WLB *,-5.44%
PEPS Coin,$?,$0.001008,$127,? PEPS *,0.78%
Litbinex Coin,$?,$0.000260,$125,? LTB *,-39.56%
B ONE PAYMENT,$?,$0.001256,$113,? B1P *,37.26%
Sexcoin,$?,$0.002401,$106,? SXC,-0.18%
London Football Exchange,$?,$0.002771,$102,? LFEC *,-35.25%
StockChain,$?,$0.000072,$94,? SCC *,1.60%
Boltt Coin ,$?,$0.040468,$88,? BOLTT *,9.24%
weBloc,$?,$0.000192,$83,? WOK *,-0.33%
ROS Coin,$?,$0.008327,$83,? ROS *,-0.33%
Schilling-Coin,$?,$0.000831,$83,? SCH *,4.31%
SuperEdge,$?,$0.000015,$82,? ECT *,8.99%
Altbet,$?,$0.018568,$80,? ABET *,1.48%
MGC Token,$?,$0.001633,$80,? MGC *,-1.22%
Litecash,$?,$0.000096,$78,? CASH *,-74.15%
Uranus,$?,$0.000477,$72,? URAC *,-11.02%
Chainpay,$?,$0.469175,$71,? CPAY *,41.27%
Vanywhere,$?,$0.000646,$65,? VANY *,-0.20%
Litecoin SV,$?,$0.169253,$64,? LSV *,7.13%
Tronipay,$?,$0.001048,$61,? TRP *,2.66%
Bitcoin God,$?,$0.929135,$58,? GOD *,408.14%
Amun Bitcoin 3x Daily Short,$?,"$9,678.33",$52,? BTC3S *,4.16%
Infinity Economics,$?,$0.001200,$46,? XIN *,-4.59%
Five Star Coin,$?,$0.010895,$41,? FSC *,-0.19%
Ladder Network Token,$?,$0.001707,$39,? LAD *,-0.14%
NSS Coin,$?,$0.005700,$35,? NSS *,-0.32%
Kahsh,$?,$0.008321,$32,? KSH,7.08%
Sierracoin,$?,$0.010046,$31,? SIERRA *,-5.49%
cUSD Currency,$?,$0.000790,$29,? CUSD *,19.02%
IOV BlockChain,$?,$0.000133,$28,? IOV *,96.75%
0cash,$?,$0.000646,$24,? ZCH *,-0.19%
Colletrix,$?,$0.000004,$23,? CIPX *,-1.12%
PocketNode,$?,$0.000008,$22,? NODE *,9.95%
Bitcoffeen,$?,$0.281612,$20,? BFF *,-41.54%
LOLTOKEN,$?,$0.000772,$16,? LOL *,-0.46%
GermanCoin,$?,$0.000092,$14,? GCX *,-48.35%
Korbot,$?,$0.004063,$13,? KBOT *,-2.41%
Muzika,$?,$0.002216,$12,? MZK *,-0.19%
Atlas Token,$?,$0.000482,$11,? ATLS *,11.01%
Secure Cash,$?,$0.086792,$9,? SCSX *,0.13%
Instantily,$?,$0.000669,$7,? TILY *,120.40%
Blockmason Link,$?,$0.000239,$7,? BLINK *,-3.59%
Junsonmingchncoin,$?,$8.31e-7,$6,? JMC *,21.12%
Dragon Token,$?,$1.48,$6,? DT *,0.00%
UniPower,$?,$0.671502,$6,? POWER *,-0.46%
Ethereum Lite,$?,$0.006371,$6,? ELITE *,49.74%
EarnBet,$?,$0.035998,$5,? BET *,-15.81%
Stellar Gold,$?,$0.000218,$5,? XLMG *,-2.49%
Smartup,$?,$0.000015,$5,? SMARTUP *,-28.80%
PlusOneCoin,$?,$0.027700,$4,? PLUS1,-0.51%
QURA GLOBAL,$?,$2.40e-8,$4,? QURA *,-0.46%
Bitcoin & Company Network,$?,$0.000028,$4,? BITN *,206.12%
Valuto,$?,$0.000369,$3,? VLU,-0.18%
SEER,$?,$0.000173,$3,? SEER *,0.00%
GazeCoin,$?,$0.008125,$3,? GZE *,-33.39%
Wallet Plus X,$?,$0.000280,$3,? WPX *,-3.76%
TerraNova,$?,$0.005263,$3,? TER,-0.17%
SaveNode,$?,$0.000185,$3,? SNO,-0.18%
Axiom,$?,$0.000462,$3,? AXIOM,-16.81%
NairaX,$?,$0.002216,$2,? NIRX *,-4.18%
RabbitCoin,$?,$0.000002,$2,? RBBT,-19.17%
ClubCoin,$?,$0.010618,$1,? CLUB *,-12.32%
ALA,$?,$2.40e-8,$1,? ALA *,-0.46%
KingXChain,$?,$0.000002,$1,? KXC *,23.71%
Usechain Token,$?,$0.000265,$0.805380,? USE *,7.99%
Versess Coin,$?,$15.12,$0.754448,? VERS *,1.44%
RoboCalls,$?,$0.000045,$0.564533,? RC20 *,8.65%
ASYAGRO,$?,$0.028513,$0.434281,? ASY *,-5.25%
Qube,$?,$0.000221,$0.287236,? QUBE *,49.53%
MediBit,$?,$0.000003,$0.276918,? MEDIBIT *,55.23%
Global X Change Token,$?,$0.064891,$0.274390,? GXT *,-1.06%
WINCOIN,$?,$0.000092,$0.239885,? WC,-0.20%
Centaure,$?,$0.000092,$0.225483,? CEN *,-2.13%
PROUD Money,$?,$0.001569,$0.073605,? PROUD,6.04%
7Eleven,$?,$5.45e-8,$0.065389,? 7E *,13.08%
HondaisCoin,$?,$9.23e-7,$0.063627,? HNDC,-0.21%
QPay,$?,$0.000005,$0.007667,? QPY *,-33.70%
One DEX,$?,$2.77e-7,$0.005533,? ODEX *,49.67%
Kemacoin,$?,$0.000148,$0.000471,? KEMA *,1.19%
CK USD,$?,$1.00,$0.000100,? CKUSD *,286.03%
ROMToken,$?,$0.000008,$0.000008,? ROM *,-0.33%
Quotient,$?,$0.000276,$?,? XQN *,-0.44%
Bubble,$?,$0.009262,$?,? BUB *,0.13%
AvatarCoin,$?,$0.051790,$?,? AV *,0.34%
Francs,$?,$0.001852,$?,? FRN,0.14%
Aces,$?,$0.000124,$?,? ACES *,0.00%
BlazerCoin,$?,$0.000182,$?,? BLAZR,0.00%
EmberCoin,$?,$3.19e-8,$?,? EMB *,0.00%
Wink,$?,$0.000183,$?,? WINK *,0.00%
Moving Cloud Coin,$?,$0.001754,$?,? MCC *,-0.20%
MSD,$?,$0.004868,$?,? MSD *,0.00%
BTCMoon,$?,$0.000350,$?,? BTCM *,0.00%
Jingtum Tech,$?,$0.000174,$?,? SWTC *,-0.25%
Maggie,$?,$0.000295,$?,? MAG *,-0.09%
Read,$?,$0.000990,$?,? READ *,0.00%
OceanChain,$?,$0.000097,$?,? OC *,0.00%
Animation Vision Cash,$?,$0.000284,$?,? AVH *,0.00%
Lendroid Support Token,$?,$0.000369,$?,? LST *,0.00%
SalPay,$?,$0.000508,$?,? SAL *,0.00%
CHEX,$?,$0.001205,$?,? CHEX *,0.00%
XTRD,$?,$0.000902,$?,? XTRD *,0.00%
Wiki Token,$?,$0.386750,$?,? WIKI *,-0.45%
CEDEX Coin,$?,$0.003438,$?,? CEDEX *,0.00%
Obitan Chain,$?,$0.000041,$?,? OBTC *,0.00%
Hybrid Block,$?,$0.000184,$?,? HYB *,0.00%
YUKI,$?,$0.000002,$?,? YUKI *,0.00%
CMITCOIN,$?,$0.000003,$?,? CMIT *,2.50%
CapdaxToken,$?,$0.003917,$?,? XCD *,-0.87%
Bgogo Token,$?,$0.000451,$?,? BGG *,0.83%
TOKOK,$?,$0.003481,$?,? TOK *,-2.13%
OOOBTC TOKEN,$?,$0.001696,$?,? OBX *,0.00%
HUDDL,$?,$0.002367,$?,? HUDDL *,0.00%
UTEMIS,$?,$0.000225,$?,? UTS *,0.00%
BIZKEY,$?,$0.000010,$?,? BZKY *,0.00%
Tratok,$?,$0.004173,$?,? TRAT *,-0.77%
PATHHIVE ,$?,$0.002550,$?,? PHV *,-0.32%
Lucky Block Network,$?,$0.013028,$?,? LBN *,0.00%
LevelApp Token,$?,$0.000002,$?,? LVL *,0.00%
Alphacon,$?,$0.000275,$?,? ALP *,-0.33%
Zerobank,$?,$0.005644,$?,? ZB *,0.00%
SpectreSecurityCoin,$?,$0.000184,$?,? XSPC,-0.71%
Maya Preferred 223,$?,$55.76,$?,? MAPR *,0.47%
Electronero,$?,$0.000004,$?,? ETNX *,0.00%
VENA,$?,$0.001050,$?,? VENA *,0.25%
Voltz,$?,$0.004068,$?,? VOLTZ *,0.00%
LINK,$?,$17.12,$?,? LN *,-1.48%
Oath Protocol,$?,$0.000020,$?,? OATH *,-0.36%
BOSCore,$?,$0.004733,$?,? BOS *,2.94%
Rally,$?,$0.000090,$?,? RALLY *,0.00%
MDtoken,$?,$0.002663,$?,? MDTK *,0.00%
VERA,$?,$0.000093,$?,? VERA *,0.09%
Ethlyte Crypto,$?,$0.020546,$?,? EtLyteT *,0.00%
NOVA,$?,$0.000008,$?,? NOVA *,0.00%
HGH Token,$?,$0.000007,$?,? HGH *,0.00%
Tradeplus,$?,$5.95,$?,? TDPS *,-0.50%
Creatanium,$?,$1.01,$?,? CMB *,0.00%
1AI Token,$?,$0.000099,$?,? 1AI *,0.00%
FLEX,$?,$0.200103,$?,? FLEX *,-0.26%
MEETtoken,$?,$0.026885,$?,? MTT *,0.00%
CitiOs,$?,$3.30,$?,? R2R *,0.00%
Asac Coin,$?,$0.001457,$?,? ASAC *,0.00%
SuperSkynet,$?,$0.000007,$?,? SSN *,0.00%
AdsByWiFi,$?,$37.66,$?,? WADS *,0.00%
PYRO Network (TRON),$?,$0.000066,$?,? PYRO *,-3.72%
Pyrrhos Gold,$?,$0.001449,$?,? PGOLD *,0.00%
Metaprediction,$?,$0.000002,$?,? METP *,0.00%
The Transfer Token,$?,$4.35,$?,? TTT *,0.00%
United Bull Traders,$?,$0.000300,$?,? UNB *,0.00%
ARMTOKEN,$?,$0.012266,$?,? TARM *,-2.17%
Egas,$?,$0.000075,$?,? EGAS *,-82.65%
TYCOON69,$?,$0.289011,$?,? T69 *,-0.27%
Amun Short Bitcoin Token,$?,"$7,681.67",$?,? BTCSHORT *,0.00%
IZE,$?,$0.001463,$?,? IZE *,-0.13%
Amun Bitcoin 3x Daily Long,$?,"$9,926.49",$?,? BTC3L *,0.00%
Amun Ether 3x Daily Long,$?,"$11,496.56",$?,? ETH3L *,-0.34%
Content and AD Network,$?,$0.000003,$?,? CAN *,0.00%
OFCOIN,$?,$0.000060,$?,? OF *,-0.19%
NAM COIN,$?,$0.000004,$?,? NAM *,0.00%
RRCoin,$?,$0.000007,$?,? RRC *,0.00%
BiNGO.Fun,$?,$0.000025,$?,? 777 *,0.00%
Blacknet,$?,$0.001235,$?,? BLN *,0.00%
ESAX Token,$?,$?,$?,? ESAX *,0.00%
Kappi Network,$?,$0.000001,$?,? KAPP *,0.00%
Lukiu,$?,$0.000042,$?,? LKU *,0.00%
Know Your Developer,$?,$0.003004,$?,? KYDC,0.00%
Unochain,$?,$1.00e-7,$?,? UNOC *,0.00%
Wolfs Group,$?,$0.022233,$?,? WLF *,0.00%
Compound Dai,$?,$0.021532,$?,? CDAI *,0.00%
Zelerius,$?,$0.000094,$?,? ZLS *,0.00%
Ethash Miner,$?,$0.021288,$?,? HETM *,0.00%
Scopuly Coin,$?,$0.018558,$?,? SCOP *,0.00%
eToro Pound Sterling,$?,$?,$?,? GBPX *,0.00%
eToro New Zealand Dollar,$?,$?,$?,? NZDX *,0.00%
eToro Australian Dollar,$?,$?,$?,? AUDX *,0.00%
eToro Euro,$?,$?,$?,? EURX *,0.00%
BTCUP,$?,$8.53,$?,? BTCUP *,0.00%
BTCDOWN,$?,$11.07,$?,? BTCDOWN *,0.00%
Vether,$?,$1.94,$?,? VETH *,0.00%
